number,title,state,scope,categories,capabilities,assessment,sha,baseRefName,headRefName,mergedAt,url,files,reviewLevel
156,release: v4.11.0 shared config root,MERGED,main历史+dev历史,H,C24,4.11 发布包装；功能归 #155。,252331c33fc244926f10931cde67a1b55ff9294f,dev,codex/stride-855b1bed42aa43bb-release-v4110,2026-09-10T05:25:51Z,https://github.com/CtriXin/multi-model-switch/pull/156,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v4.11.0.md; mms_version.py; mms_web_static/build.json; package.json,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
157,feat(pilot): 会话消息显示时间戳与回复用时,MERGED,main历史+dev历史,D; T,C13,时间戳/耗时属于通用会话展示；DSH 可优先替代，保留时间语义验收。,69192f9272bb448c43dda51bb302054b28e5b8dc,dev,claude/pilot-transcript-time,2026-09-10T05:38:06Z,https://github.com/CtriXin/multi-model-switch/pull/157,apps/mms-web/src/Transcript.tsx; apps/mms-web/src/components.tsx; apps/mms-web/src/preview.ts; apps/mms-web/src/styles.css; apps/mms-web/src/time.ts; apps/mms-web/src/transcript.css; apps/mms-web/src/types.ts; apps/mms-web/tests/time.test.mjs; docs/mms-web/API.md; mms_web/sessions.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
158,chore: release v4.11.1,MERGED,main历史+dev历史,H,C24,4.11.1 发布包装；不单独迁移。,f17b11ebfedd5a73e84d20a6832d3cccff7aa726,dev,codex/release-v4.11.1,2026-09-10T06:19:51Z,https://github.com/CtriXin/multi-model-switch/pull/158,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v4.11.1.md; mms_version.py; mms_web_static/assets/index-B6V4Y8yB.js; mms_web_static/assets/index-DeOV-elk.css; mms_web_static/assets/index-DgbYQ0YQ.css; mms_web_static/build.json; mms_web_static/index.html; package.json,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
159,接入终端会话：在 Pilot 里继续 mmf 开始的对话,MERGED,main历史+dev历史,P; R,C08,终端 Pi 会话复制到 Pilot 私有 session 后续接；不是接管同一 PTY，也不能直接当 DSH 原生恢复。,151dcddd2c7187bf19e7080d686ec1089ffd0b92,dev,issue-148-adopt-cli-session,2026-09-10T07:42:49Z,https://github.com/CtriXin/multi-model-switch/pull/159,apps/mms-web/src/App.tsx; apps/mms-web/src/ModelExplorer.tsx; apps/mms-web/src/studio.css; mms_web/cli_sessions.py; mms_web/server.py; mms_web/sessions.py; mms_web_static/assets/index-BqOA0lbk.css; mms_web_static/assets/index-C9Pp_O_W.js; mms_web_static/assets/index-DcRlxV6x.js; mms_web_static/build.json; mms_web_static/index.html; tests/fixtures/mms_web/pi_fake_child.py; tests/test_mms_web_adopt_cli_session.py; tests/test_mms_web_cli_sessions.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
163,老机器自动收拢配置，安装不再被运行中的 Pilot 卡死,MERGED,main历史+dev历史,R; C; T; D,C09; C10,配置根收敛保留；自动停止 Pilot 的安装分支已被 #199/#226 撤销，不恢复旧行为。,345832d067dc80d6a34d8d776941c937de6035c4,dev,issue-150-single-config-root,2026-09-10T07:44:06Z,https://github.com/CtriXin/multi-model-switch/pull/163,install.sh; mms_web/runtime.py; scripts/regression_fresh_user_gate.py; tests/test_mms_web_install_lock.py; tests/test_web_config_root_adoption.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
164,fix(claude): seed new 2.1.x upsell/dismissal state keys into sessions,MERGED,main历史+dev历史,R; T,C09,Claude UI-state allowlist 是多 CLI launcher 隔离能力，留 MMS。,04a2dff67121e1bf69ce2bb7f6f5003959a06853,dev,fix/claude-ui-seed-keys,2026-09-10T06:47:49Z,https://github.com/CtriXin/multi-model-switch/pull/164,mms_launchers.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
167,手机端可用：局域网下写操作失败、触摸摸不到行内菜单,CLOSED,不在两线祖先中,P; T; H,C07; C12,plain HTTP UUID/clipboard 与触摸菜单已由 #181 吸收；关闭不等于功能丢失，保留移动端验收。,,dev,issue-165-mobile-usable,,https://github.com/CtriXin/multi-model-switch/pull/167,apps/mms-web/src/App.tsx; apps/mms-web/src/Recipe.tsx; apps/mms-web/src/SessionTools.tsx; apps/mms-web/src/api.ts; apps/mms-web/src/clipboard.ts; apps/mms-web/src/components.tsx; apps/mms-web/src/request-id.ts; apps/mms-web/src/studio.css; mms_web_static/assets/index-BZkhHCjo.css; mms_web_static/assets/index-CMdaWjGm.js; mms_web_static/assets/index-DgWGN3Bx.js; mms_web_static/build.json; mms_web_static/index.html; tests/frontend/request-id.test.ts; tests/test_mms_web_plain_http_origin.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
168,fix(launch): let model_policy override the plain-k3 safe-base window guard,MERGED,main历史+dev历史,P; R; T,C02,用户 context policy 优先于旧 K3 guard；当前统一真值以 #233 为准，旧 guard 不重复搬。,53ce38985ed391601023556e42df52be228cbea6,dev,issue-166-k3-policy-window,2026-09-10T07:40:35Z,https://github.com/CtriXin/multi-model-switch/pull/168,mms_launchers.py; tests/test_codex_reasoning_effort_launch.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
169,fix(web): --listen all 模式下 Origin 校验与 Host 规则一致,MERGED,main历史+dev历史,P; T,C07,Host/Origin 一致性是远程访问合同，必须进入 DSH remote 扩展验收。,51261ce8338c51d72f759bda10bff17b14e04a3c,dev,claude/listen-all-origin,2026-09-10T07:52:21Z,https://github.com/CtriXin/multi-model-switch/pull/169,mms_web/server.py; tests/test_mms_web_remote_access.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
173,chore: release v4.12.0,MERGED,main历史+dev历史,C; H,C08; C24,4.12 发布含 CLI 会话设置文案；以 #149/#159 实际采用语义为准。,32fe44c7344a2ef1b37224a59287bc607ef54b4d,dev,claude/release-v4.12.0,2026-09-10T08:06:40Z,https://github.com/CtriXin/multi-model-switch/pull/173,apps/mms-web/package-lock.json; apps/mms-web/package.json; apps/mms-web/src/SettingsPage.tsx; docs/mms-web/RELEASE-v4.12.0.md; mms_version.py; mms_web_static/assets/index-DevGmh-d.js; mms_web_static/build.json; mms_web_static/index.html; package.json,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
174,首页：输入框可拖高并随输入长高，拉高后「最近」列表移到右侧成两栏,MERGED,main历史+dev历史,P; D,C12,可拖高/自增长 composer 和两栏布局是可选 UX；先用 DSH 原生交互，不预先重写整页。,3c08d5658457238709839529ff396da9e073a35a,dev,issue-md-notes-spacing,2026-09-10T09:24:07Z,https://github.com/CtriXin/multi-model-switch/pull/174,apps/mms-web/src/App.tsx; apps/mms-web/src/Composer.tsx; apps/mms-web/src/QuickModelMenu.tsx; apps/mms-web/src/quick-model.css; apps/mms-web/src/studio.css; apps/mms-web/src/styles.css; mms_web_static/assets/index-BGadJv0C.js; mms_web_static/assets/index-Bn4kOOig.css; mms_web_static/assets/index-DevGmh-d.js; mms_web_static/assets/index-iHr3QPYO.css; mms_web_static/build.json; mms_web_static/index.html,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
175,fix(web): 模型页不再把未设置的 models_endpoint 当成 manual（拉取模型变灰）,MERGED,main历史+dev历史,P; R; T,C01,models_endpoint 缺省与显式 manual 的区分需要保留；避免插件错误启用敏感通道探测。,a64a75b3177ad834fbfaac059de558f7e943e822,dev,claude/web-models-endpoint-default,2026-09-10T09:25:48Z,https://github.com/CtriXin/multi-model-switch/pull/175,mms_config_web.py; tests/test_config_web.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
176,chore: release v4.12.1,MERGED,main历史+dev历史,H,C24,4.12.1 发布包装；不单独迁移。,a606d17e46ef33ea0d9727977bc45c8d4ca8fe02,dev,claude/release-v4.12.1,2026-09-10T09:33:26Z,https://github.com/CtriXin/multi-model-switch/pull/176,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v4.12.1.md; mms_version.py; mms_web_static/build.json; package.json,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
179,feat(mms-web): 会话页 composer 滚动感知折叠,MERGED,main历史+dev历史,P; D,C12,composer 滚动折叠可选 UI 定制；无 core fork 证据。,724148d330ef13258754be1f2cb551017a58f18e,dev,codex/stride-1d8f13f1ee754c32,2026-09-10T11:16:20Z,https://github.com/CtriXin/multi-model-switch/pull/179,apps/mms-web/src/App.tsx; apps/mms-web/src/Composer.tsx; apps/mms-web/src/styles.css,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
180,Pilot 设置页：Enter 发送可关、删掉纯说明区块、开关换成胶囊形态,MERGED,main历史+dev历史,P; D,C12; C15,Enter 偏好和设置简化是用户偏好；优先采用 DSH 设置能力，仅补差异。,9417345953c79b1341874fd7808e6c46a63a583e,dev,issue-178-settings-polish,2026-09-10T12:13:26Z,https://github.com/CtriXin/multi-model-switch/pull/180,apps/mms-web/src/App.tsx; apps/mms-web/src/Composer.tsx; apps/mms-web/src/ProjectMaterials.tsx; apps/mms-web/src/SessionTools.tsx; apps/mms-web/src/SettingsPage.tsx; apps/mms-web/src/UpdateCenter.tsx; apps/mms-web/src/composer-keys.ts; apps/mms-web/src/guide-content.ts; apps/mms-web/src/materials.css; apps/mms-web/src/studio.css; apps/mms-web/src/styles.css; apps/mms-web/src/transcript.css; apps/mms-web/src/updates.css; apps/mms-web/tests/composer-keys.test.mjs; mms_web_static/assets/index-BGadJv0C.js; mms_web_static/assets/index-CMdaWjGm.js; mms_web_static/assets/index-DrWyrDMR.css; mms_web_static/assets/index-iHr3QPYO.css; mms_web_static/build.json; mms_web_static/index.html,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
181,手机与另一台电脑访问：设置里一个开关，默认关闭,MERGED,main历史+dev历史,P; C; T,C07,LAN 开关、QR、token、接口地址及 #167 手机修复值得保留；DSH 默认 Web 不是直接 LAN 等价物。,38a3d8e8acedd6426d9ee38e21f6bd61749f0d86,dev,issue-168-lan-switch,2026-09-10T12:41:38Z,https://github.com/CtriXin/multi-model-switch/pull/181,apps/mms-web/package-lock.json; apps/mms-web/package.json; apps/mms-web/src/App.tsx; apps/mms-web/src/QrCode.tsx; apps/mms-web/src/Recipe.tsx; apps/mms-web/src/RemoteAccess.tsx; apps/mms-web/src/SessionTools.tsx; apps/mms-web/src/SettingsPage.tsx; apps/mms-web/src/api.ts; apps/mms-web/src/clipboard.ts; apps/mms-web/src/components.tsx; apps/mms-web/src/main.tsx; apps/mms-web/src/remote-access.css; apps/mms-web/src/request-id.ts; apps/mms-web/src/studio.css; apps/mms-web/src/tunnel-task.ts; docs/mms-web/GETTING-STARTED.md; docs/mms-web/REMOTE-ACCESS.md; mms_web/__main__.py; mms_web/local_addresses.py; mms_web/remote_access.py; mms_web/server.py; mms_web_static/assets/index-BowAa16X.css; mms_web_static/assets/index-CMdaWjGm.js; mms_web_static/assets/index-DpDVbYOo.js; mms_web_static/build.json; mms_web_static/index.html; scripts/probe_task_prompt.py; tests/frontend/request-id.test.ts; tests/frontend/tunnel-task.test.ts; tests/test_mms_web_lan_switch.py; tests/test_mms_web_plain_http_origin.py; tests/test_mms_web_remote_access.py; tests/test_mms_web_task_prompt.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
182,feat(pilot): 拖入的文件夹按名字和内容自动找回路径,MERGED,main历史+dev历史,P,C14,目录名称/条目指纹找路径是特定浏览器受限场景能力；可做 workspace 工具/UI 插件。,c6d00172f111baafa79febaf6f82f02ab6a9d334,dev,stride-855b1bed42aa43bb-folder-drop-locate,2026-09-12T01:22:58Z,https://github.com/CtriXin/multi-model-switch/pull/182,apps/mms-web/src/Composer.tsx; apps/mms-web/src/LaunchOptions.tsx; apps/mms-web/src/dropped-items.ts; docs/mms-web/API.md; docs/mms-web/FEATURES.md; docs/mms-web/GETTING-STARTED.md; mms_web/server.py; mms_web/workspace_search.py; mms_web_static/assets/index-CjFpOzsF.js; mms_web_static/build.json; mms_web_static/index.html; tests/test_mms_web_workspace_locate.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
183,配置根只保留 ~/.config/mms-next：旧根退出、mmd/mmm 退休、安装脚本停掉任何占用默认端口的 Pilot,MERGED,main历史+dev历史,R; C; D,C09; C10,单根/入口清理保留；旧安装停服路径已被 #199/#226 撤销，不能按本 PR 原样复制。,8a78deff5e745f7adc5c8dd52c222eff863a28fb,dev,issue-177-single-root-only,2026-09-10T15:03:44Z,https://github.com/CtriXin/multi-model-switch/pull/183,README.md; README.zh-CN.md; docs/AGENT_GUARDRAILS.md; docs/RELEASE_CHANNELS.md; docs/mms-web/GETTING-STARTED.md; install.sh; mms_bridge.py; mms_core.py; mms_launchers.py; mms_registry.py; mms_registry_cli.py; mms_state_io.py; scripts/link_local_channel_commands.sh; scripts/regression_fresh_user_gate.py; tests/test_claude_isolation.py; tests/test_config_web.py; tests/test_install_script_paths.py; tests/test_legacy_surface_cleanup.py; tests/test_mms_web_install_lock.py; tests/test_single_config_root.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
184,chore: release v4.13.0,MERGED,main历史+dev历史,H,C24,4.13 发布包装；不单独迁移。,7eb927c82f813f212ab665795af5ab385524dcf1,dev,claude/release-v4.13.0,2026-09-10T15:11:44Z,https://github.com/CtriXin/multi-model-switch/pull/184,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v4.13.0.md; mms_version.py; mms_web_static/build.json; package.json,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
185,feat(capability): v4.1-tier effort unblocked for deepseek/GLM/Qwen families,MERGED,main历史+dev历史,P; R; T,C02,effort/vision/token 上限校准方法和证据值得保留；2026-09-10 数字不是永久配置。,2098c09f5a3574ebb2f1abaf3b0b14de3f85a7f0,dev,capability-v41-effort-tiers,2026-09-10T16:04:34Z,https://github.com/CtriXin/multi-model-switch/pull/185,config/provider-profiles.json; docs/reference/model-capability-calibration/2026-09-10-deepseek-v41-glm-qwen-tiers.json; mms_pi_support.py; mms_reasoning_effort.py; tests/test_config_web.py; tests/test_pi_vision_relay.py; tests/test_provider_profiles.py; tests/test_reasoning_effort_tui.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
186,fix(web): --listen all 下关闭开关不再清空 token 门禁,MERGED,main历史+dev历史,P; T,C07,对外监听不可关闭 token 门禁，作为 remote 插件硬验收项保留。,04fa46310ca636bddb898298c8dd638a3a56f144,dev,claude/lan-switch-all-mode,2026-09-10T15:47:01Z,https://github.com/CtriXin/multi-model-switch/pull/186,mms_web/server.py; tests/test_mms_web_lan_switch.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
187,chore: release v4.13.1,MERGED,main历史+dev历史,H,C24,4.13.1 发布包装；能力归 #186。,a17926656374156409dfbc7dd066d07c5eb5e762,dev,claude/release-v4.13.1,2026-09-10T15:57:25Z,https://github.com/CtriXin/multi-model-switch/pull/187,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v4.13.1.md; mms_version.py; mms_web_static/build.json; package.json,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
189,mms web status / url / start / stop / restart：管理本机的 Pilot 服务,MERGED,main历史+dev历史,C; R; T,C10; C08,服务 status/url/start/stop/restart 属于发行管理；当前无 supervisor，不能声称开机自动恢复执行。,fcd12389dfad58ee56757673ff29eb3d548c1f13,dev,issue-188-web-service-commands,2026-09-10T16:03:33Z,https://github.com/CtriXin/multi-model-switch/pull/189,docs/mms-web/GETTING-STARTED.md; mms_web/__main__.py; mms_web/server.py; mms_web/service.py; tests/test_mms_web_service.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
190,chore: release v4.14.0,MERGED,main历史+dev历史,H,C24,4.14 发布包装；功能归 #189。,4785a98c9d9133016782a5f17e461943727cda7a,dev,claude/release-v4.14.0,2026-09-10T16:11:07Z,https://github.com/CtriXin/multi-model-switch/pull/190,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v4.14.0.md; mms_version.py; mms_web_static/build.json; package.json,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
192,mms web 不带子命令时打印帮助页,MERGED,main历史+dev历史,C; D,C10,裸 web 命令只打印帮助是 MMS CLI UX；自有 launcher 保留，DSH 侧按新入口设计。,b3ff0390706e2b4fc33030cc480e97f6d9718231,dev,issue-191-web-help,2026-09-10T23:47:57Z,https://github.com/CtriXin/multi-model-switch/pull/192,docs/mms-web/GETTING-STARTED.md; mms_web/__main__.py; mms_web/service.py; tests/test_mms_web_service.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
194,fix(capability): kimi-code k3 context 262144 -> 1048576 (match official calibration),MERGED,main历史+dev历史,P; R; T,C02,Kimi context 校准后续收敛至 #233；迁移统一 resolver，不复制多处历史常量。,ce062a205f15ba250a8fc0b2050516a5c049d090,dev,fix/kimi-k3-1m-context,2026-09-11T03:53:08Z,https://github.com/CtriXin/multi-model-switch/pull/194,config/provider-profiles.json; tests/test_config_web.py; tests/test_pi_launcher.py; tests/test_provider_profiles.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
195,更新同时换掉 mms 和 Pilot；确认前说明端口与失效功能，完成后自动刷新,MERGED,main历史+dev历史,C; T; D,C11,整安装更新/候选预检/回滚/确认值得保留；实现留发行层，不能仅更新网页 bundle。,0599a68048e01f87ad648f7eb90c41eedf569a49,dev,issue-193-update-both,2026-09-11T00:12:55Z,https://github.com/CtriXin/multi-model-switch/pull/195,apps/mms-web/src/UpdateCenter.tsx; apps/mms-web/src/updates.css; docs/mms-web/UPGRADE-SAFETY.md; install.sh; mms_web/update_coordinator.py; mms_web/update_handoff.py; mms_web/update_install.py; mms_web/updates.py; mms_web_static/assets/index-B-q6pwAO.css; mms_web_static/assets/index-BowAa16X.css; mms_web_static/assets/index-DFPDCJMR.js; mms_web_static/build.json; mms_web_static/index.html; tests/test_update_install.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
196,fix(test): 补上 #185 漏改的两条 pi launcher 断言（dev 当前是红的）,MERGED,main历史+dev历史,T; H,C02; C23,修复 #185 遗漏断言；保留能力变化必须覆盖真实消费者的验收要求。,f96541b35ea3a8c1a8ae70c79383966e877e28f2,dev,claude/pi-launcher-stale-tiers,2026-09-11T00:12:24Z,https://github.com/CtriXin/multi-model-switch/pull/196,tests/test_pi_launcher.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
197,chore: release v4.15.0,MERGED,main历史+dev历史,H,C24,4.15 发布包装；包含升级须知格式，不是新执行能力。,50ffbf05ef76d9ce9219009212e636f05e343cf3,dev,claude/release-v4.15.0,2026-09-11T00:19:57Z,https://github.com/CtriXin/multi-model-switch/pull/197,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v4.15.0.md; mms_version.py; mms_web_static/build.json; package.json,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
198,fix(update): 不要把新版装进上一次更新留下的暂存副本,MERGED,main历史+dev历史,C; T,C11,禁止把 staging source 当正式安装位置；定制发行层必须保留该边界。,5b139c3645d44822a37f61b8067642d1d9b53d8f,dev,claude/staged-source-not-an-install,2026-09-11T05:22:42Z,https://github.com/CtriXin/multi-model-switch/pull/198,mms_web/update_install.py; tests/test_update_install.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
199,fix: close capability and session safety gaps,MERGED,main历史+dev历史,P; R; C; T; D,C02; C03; C08; C09; C10,能力/session/安装安全修复混合；保留附件和隔离，废弃 token-saver 与被撤回的自动停服路径。,fa540b8803c1ceecb448063830ca3c3222c64066,dev,fix/ops-model-capability-final,2026-09-11T06:45:08Z,https://github.com/CtriXin/multi-model-switch/pull/199,README.md; README.zh-CN.md; apps/mms-web/src/ChannelModels.tsx; apps/mms-web/src/ConnectionDialog.tsx; config/provider-profiles.json; docs/MMS_USER_PREFERENCES.md; docs/MODEL_CONFIG_CONTRACT.md; docs/PROVIDER_PROFILES.md; docs/reference/MODEL_CAPABILITY_SOURCES.md; install.sh; mms_core.py; mms_launchers.py; mms_pi_support.py; mms_session_assets.py; mms_web/catalog.py; mms_web/files.py; mms_web/model_settings.py; mms_web/model_settings_worker.py; mms_web/runtime.py; mms_web/server.py; mms_web/standalone_config.py; mms_web_static/assets/index-DE3rkEl9.js; mms_web_static/build.json; mms_web_static/index.html; tests/test_capability_resolver.py; tests/test_claude_hardening_regressions.py; tests/test_codex_history_growth.py; tests/test_codex_hook_trust_contract.py; tests/test_codex_reasoning_effort_launch.py; tests/test_confirm_preview.py; tests/test_mms_web_catalog.py; tests/test_mms_web_cli_sessions.py; tests/test_mms_web_install_lock.py; tests/test_mms_web_merge_regressions.py; tests/test_pi_launcher.py; tests/test_pi_vision_relay.py; tests/test_provider_profiles.py; tests/test_user_preferences.py; tests/test_web_config_root_adoption.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
200,fix(web): 终端能跑 Pi 但 Pilot 全灰；顺带说清到底缺什么,MERGED,main历史+dev历史,R; C; T; D,C09; C10,Pi 可用性必须与实际启动路径一致；保留 launcher，若完全退出 Pi 才退役缓存探测代码。,1315191695aa1b12951103f966f66b99e16c81d0,dev,claude/say-why-launch-unavailable,2026-09-11T08:15:16Z,https://github.com/CtriXin/multi-model-switch/pull/200,mms_web/drivers/launch_bridge.py; mms_web/server.py; mms_web/sessions.py; tests/test_launch_unavailable_reason.py; tests/test_mms_web_sessions_service.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
201,chore: release v4.15.1,MERGED,main历史+dev历史,H,C24,4.15.1 发布包装；功能归 #198/#200。,3dd282252298136c2227b7790c4b89aad84a7d87,dev,claude/release-v4.15.1,2026-09-11T08:37:08Z,https://github.com/CtriXin/multi-model-switch/pull/201,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v4.15.1.md; mms_version.py; mms_web_static/build.json; package.json,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
202,fix(web): npx 装进 npm 默认缓存的 Pi 也要认,MERGED,main历史+dev历史,R; C; T; D,C09; C10,npm 默认缓存的 Pi 发现修复；Pi 仍保留时不可删除，DSH 不需要照搬它。,08cfd140c79815393fad61b74c74413de227a2b0,dev,claude/pi-cache-default-npm,2026-09-11T08:30:53Z,https://github.com/CtriXin/multi-model-switch/pull/202,mms_web/drivers/launch_bridge.py; tests/test_launch_unavailable_reason.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
203,install: 公开默认钉在已验证的 v4.4.0，不再跟最新 release,CLOSED,不在两线祖先中,H; D,C11,用户撤回的 v4.4 固定版本方案；不恢复这个历史 pin，仍需明确发行渠道。,,main,claude/main-pin-stable-v4.4.0,,https://github.com/CtriXin/multi-model-switch/pull/203,install.sh,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
204,fix: finish core runtime and model configuration flow,MERGED,main历史+dev历史,P; R; C; T,C01; C02; C09; C10,模型拉取替换、运行根、Pi 安装 fail-closed 等真实混合改动；遗漏回归已由后续 PR 修正。,696fffd542e42d5e4902898bf6ebe427ff0c0e15,dev,fix/core-finish-final,2026-09-11T09:11:16Z,https://github.com/CtriXin/multi-model-switch/pull/204,apps/mms-web/src/ChannelModels.tsx; config/provider-profiles.json; docs/MODEL_CONFIG_CONTRACT.md; docs/PROVIDER_PROFILES.md; docs/reference/MODEL_CAPABILITY_SOURCES.md; install.sh; mms_adapter_registry.py; mms_bridge.py; mms_config_web.py; mms_config_web_server.py; mms_context.py; mms_core.py; mms_fake_upstream.py; mms_flywheel.py; mms_host_context.py; mms_launchers.py; mms_opencode_env.py; mms_pi_support.py; mms_project_store.py; mms_rescue.py; mms_session_catalog.py; mms_usage.py; mms_web/drivers/launch_bridge.py; mms_web/model_settings_worker.py; scripts/pi-cli-wrapper.sh; tests/test_launch_unavailable_reason.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
205,fix(pi): 全局装了 pi 但 bin 不在 PATH 时，安装被卡死,MERGED,main历史+dev历史,R; C; T; D,C09; C10,全局 Pi bin 不在 PATH 的发现/预热修复；只在 Pi 被正式退役后可删除相关实现。,f051bdcf4c99471634fe654a774321da6c2bb8e2,dev,claude/find-global-pi,2026-09-11T09:36:01Z,https://github.com/CtriXin/multi-model-switch/pull/205,install.sh; mms_pi_support.py; mms_web/drivers/launch_bridge.py; scripts/pi-cli-wrapper.sh; tests/test_launch_unavailable_reason.py; tests/test_pi_wrapper_finds_installed_pi.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
206,chore: release v4.15.2,MERGED,main历史+dev历史,H,C24,4.15.2 发布包装；功能归 #205。,4e6ef9647b33dec0aba04cf3c1e309f0f6383792,dev,claude/release-v4.15.2,2026-09-11T09:42:14Z,https://github.com/CtriXin/multi-model-switch/pull/206,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v4.15.2.md; mms_version.py; mms_web_static/assets/index-B0jZRHn6.js; mms_web_static/build.json; mms_web_static/index.html; package.json,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
208,fix(config-web): survive a second Ctrl-C during shutdown cleanup,MERGED,main历史+dev历史,R; T; D,C09,旧配置 Web Ctrl-C 清理修复；现存维护入口保留，DSH 不需要同份实现。,4352ca5db759876d16f2f8a88b746a46aed5668b,dev,issue-207-ctrl-c-cleanup-sigint,2026-09-11T09:56:12Z,https://github.com/CtriXin/multi-model-switch/pull/208,mms_config_web_server.py; tests/test_config_web.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
209,fix(capability): settle K3 on one context truth and repair the red tests,MERGED,main历史+dev历史,P; R; T; H,C02; C23,K3 多处真值与测试收敛；以 #233 单 resolver 取代旧常量补丁。,77e61752d4c5924e4b3a203122cf9b4d2faf517c,dev,claude/k3-single-truth,2026-09-11T10:36:43Z,https://github.com/CtriXin/multi-model-switch/pull/209,config/provider-profiles.json; docs/reference/MODEL_CAPABILITY_SOURCES.md; tests/test_codex_reasoning_effort_launch.py; tests/test_pi_launcher.py; tests/test_provider_profiles.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
210,ci: fail a PR for the tests it breaks,MERGED,main历史+dev历史,T,C23,base/head pytest 门禁值得保留，但其结果分类后来由 #326/#335 加固，不能迁移早期假绿逻辑。,1e837a52360449cb1650ed02ed9fa13a9dfdd273,dev,claude/ci-pytest-gate,2026-09-11T10:37:16Z,https://github.com/CtriXin/multi-model-switch/pull/210,.github/workflows/digger.yml; AGENT.md; scripts/ci_pytest_regression.py,元数据/说明/变更路径逐项评估；关键行为另读 diff/当前源码；不是逐行代码审计
