sha,date,title,isMerge,categories,capabilities,assessment,url,files
8b647aef6c322e18001d213fb301e0835fcaf23d,2026-09-17T17:38:12+08:00,merge(main): align CI with the installer runtime dependencies,True,C; T; H,C10; C23,CI 运行依赖同步；无独立新功能。,https://github.com/CtriXin/multi-model-switch/commit/8b647aef6c322e18001d213fb301e0835fcaf23d,.github/workflows/digger.yml
45b66ed962598f406026e8b7efeaf8bc49353bb2,2026-09-17T17:30:04+08:00,merge(main): carry nonblocking listener bind and CI evidence to Preview,True,C; T; H,C07; C10; C23,无阻塞 listener 与 CI 证据同步；同源修复不重复计价值。,https://github.com/CtriXin/multi-model-switch/commit/45b66ed962598f406026e8b7efeaf8bc49353bb2,.github/workflows/digger.yml; docs/mms-web/RELEASE-v4.23.0.md; mms_web/server.py; scripts/ci_pytest_regression.py; tests/test_mms_web_listener_dns.py
f824153020da1d43ebedf373087aa654d51c6b13,2026-09-17T17:27:27+08:00,merge(main): integrate verified stable fixes into 5.1 Preview,True,P; R; C; T; H,C01; C11; C21; C23,稳定修复进入 5.1；包含更新元数据与类型/数据边界，非单纯版本标签。,https://github.com/CtriXin/multi-model-switch/commit/f824153020da1d43ebedf373087aa654d51c6b13,docs/mms-web/RELEASE-v4.23.0.md; docs/mms-web/RELEASE-v5.1.0.md; docs/mms-web/bot-work/T8d-in-app-update-must-record-the-version.md; docs/mms-web/bot-work/T8e-reverse-dns-blocks-the-remote-access-switch.md; mms_core.py; mms_web/server.py; mms_web/update_coordinator.py; mms_web/update_install.py; mms_web/updates.py; tests/approved_bundle.py; tests/test_legacy_surface_cleanup.py; tests/test_mms_web_update_coordinator.py; tests/test_mms_web_updates.py; tests/test_pi_launcher.py; tests/test_update_install.py
63ebca487c29e76e003a854969a42b3266be4d76,2026-09-17T17:26:36+08:00,fix(bot): return complete worker responses after security header integration,False,P; T,C07; C16,合流安全响应头后 worker 成功响应中断的修复；保留真实 HTTP 完整性验收，旧 handler 不搬。,https://github.com/CtriXin/multi-model-switch/commit/63ebca487c29e76e003a854969a42b3266be4d76,docs/mms-web/RELEASE-v5.1.0.md; mms_web/server.py; mms_web/service.py; tests/test_mms_web_service.py
f25cfa340989466340d1965cb73679d30349836f,2026-09-17T17:12:53+08:00,release: prepare v5.1.0 preview integration milestone,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/f25cfa340989466340d1965cb73679d30349836f,README.md; apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/CHANGELOG.md; docs/mms-web/RELEASE-v5.1.0.md; mms_version.py; mms_web_static/build.json; package.json
fc45824a3166a7040043d1580a409c8f8d1b7bdb,2026-09-17T17:07:40+08:00,fix: forward verified stable repairs into dev integration,True,P; C; T; H,C12; C14; C23,目录树、阅读与 stable 修复前向合流；按实际文件列出范围，未重演 merge。,https://github.com/CtriXin/multi-model-switch/commit/fc45824a3166a7040043d1580a409c8f8d1b7bdb,apps/mms-web/DESIGN.md; apps/mms-web/src/LaunchOptions.tsx; apps/mms-web/src/api.ts; apps/mms-web/src/folder-tree.ts; apps/mms-web/src/studio.css; apps/mms-web/tests/reply-reader.test.mjs; apps/mms-web/tests/workspace-folder-tree.test.mjs; docs/mms-web/API.md; docs/mms-web/GETTING-STARTED.md; mms_pi_committee.py; mms_registry_cli.py; mms_web/server.py; mms_web/workspace_browse.py; mms_web_static/assets/index-D9Ax1hTK.js; mms_web_static/assets/index-DM40s8HW.css; mms_web_static/build.json; mms_web_static/index.html; scripts/ci_pytest_regression.py; scripts/regression_fresh_user_gate.py; tests/approved_bundle.py; tests/conftest.py; tests/fixtures/opencode_first_run.py; tests/test_agy_launcher.py; tests/test_capability_request_shaping.py; tests/test_committee_timing.py; tests/test_config_web.py; tests/test_legacy_surface_cleanup.py; tests/test_mimo_1m_context.py; tests/test_mmc_isolation.py; tests/test_mms_state_io.py; tests/test_mms_web_windows_workspace_picker.py; tests/test_mms_web_workspace_browse.py; tests/test_model_name_exports.py; tests/test_model_routes_export.py; tests/test_opencode_first_run.py; tests/test_opencode_launcher.py; tests/test_pi_committee.py; tests/test_registry_cli.py; tests/test_registry_runtime_resolver.py
14bce1f08a04798a14207e3aa31ed358bccaf759,2026-09-17T17:01:20+08:00,fix(bot): preserve schedule state and retire temporary sessions safely,False,P; T,C16; C18,日程/任务 dispatch 持久化、DST、临时 session 回收与模型/effort修复；保留语义，复用新 runtime。,https://github.com/CtriXin/multi-model-switch/commit/14bce1f08a04798a14207e3aa31ed358bccaf759,apps/mms-web/src/Bot.tsx; apps/mms-web/src/BotSchedulePanel.tsx; apps/mms-web/src/TaskSettings.tsx; apps/mms-web/src/bot-model-switch.ts; apps/mms-web/tests/bot-model-switch.test.mjs; apps/mms-web/tests/bot-schedule-edit-events.test.mjs; apps/mms-web/tests/composer-effort-picker.test.mjs; mms_web/bot_executor.py; mms_web/bot_schedules.py; mms_web/bots.py; mms_web/sessions.py; mms_web/updates.py; mms_web_static/assets/index-DpWxHpQ1.js; mms_web_static/build.json; mms_web_static/index.html; tests/test_mms_bot_model_switch.py; tests/test_mms_bot_runtime.py; tests/test_mms_bot_schedules.py; tests/test_mms_session_owner_forward_compat.py; tests/test_mms_web_updates.py
b03995c8c68ffb2e875987e73d74638128eeafb5,2026-09-17T16:34:38+08:00,fix(web): bring stable Pilot fixes into dev while preserving Bot contracts,True,P; C; T; H,C07; C12; C13; C16; C21,stable Pilot 修复前向合流，同时保留 Bot owner/接口；不是 main 全覆盖 dev。,https://github.com/CtriXin/multi-model-switch/commit/b03995c8c68ffb2e875987e73d74638128eeafb5,.ai/regression-reports/2026-09-16-t6a-channel-switch-gate.md; README.en.md; README.md; README.zh-CN.md; apps/mms-web/DESIGN.md; apps/mms-web/src/App.tsx; apps/mms-web/src/LaunchOptions.tsx; apps/mms-web/src/RemoteAccess.tsx; apps/mms-web/src/SettingsPage.tsx; apps/mms-web/src/SideQuestions.tsx; apps/mms-web/src/Transcript.tsx; apps/mms-web/src/UpdateCenter.tsx; apps/mms-web/src/connection-state.ts; apps/mms-web/src/message-control.ts; apps/mms-web/src/side-questions.ts; apps/mms-web/src/styles.css; apps/mms-web/src/transcript.css; apps/mms-web/src/updates.css; apps/mms-web/tests/connection-banner.test.mjs; apps/mms-web/tests/message-control.test.mjs; apps/mms-web/tests/settings-runtime.test.mjs; apps/mms-web/tests/side-questions.test.mjs; apps/mms-web/tests/transcript.test.mjs; docs/mms-web/BACKPORT-5X-TO-4X.md; docs/mms-web/CHANNEL-SWITCHING.md; docs/mms-web/REMOTE-ACCESS.md; docs/mms-web/bot-work/PR307-rework-01.md; docs/mms-web/bot-work/T8c-phase2-fix-the-baseline.md; docs/mms-web/bot-work/T8c-pytest-baseline-report.md; docs/mms-web/design/t6b/01-tabs-row.png; docs/mms-web/design/t6b/02-runtime-tab-overview.png; docs/mms-web/design/t6b/03-browser-chips-normal.png; docs/mms-web/design/t6b/04-browser-chips-empty.png; docs/mms-web/design/t6b/05-status-pills.png; docs/mms-web/design/t6b/06-dirs-display.png; docs/mms-web/design/t6b/07-no-duplicate-capability.png; docs/mms-web/design/t7a/01-normal-online.png; docs/mms-web/design/t7a/02-disconnected-first-cycle-no-red-banner.png; docs/mms-web/design/t7a/03-disconnected-third-cycle-quiet-notice.png; docs/mms-web/design/t7a/04-recovered-automatically-cleared.png; docs/mms-web/design/t7a/05-send-failure-prominent-red-banner.png; docs/mms-web/design/t7a/06-red-banner-dismissed-on-close.png; docs/mms-web/design/t7b/01-unseen-card-auto-expanded.png; docs/mms-web/design/t7b/02-user-folded.png; docs/mms-web/design/t7b/03-folded-persists-after-session-switch.png; docs/mms-web/design/t7b/04-folded-persists-after-page-reload.png; docs/mms-web/design/t7b/05-folded-persists-after-navigate-home.png; docs/mms-web/design/t7b/06-folded-persists-after-navigate-settings.png; docs/mms-web/design/t7b/07-user-re-expanded-persists.png; docs/mms-web/design/t7b/08-two-cards-independent-state.png; docs/mms-web/design/t7b/09-in-flight-question-expanded.png; docs/mms-web/design/t7d/01-before-switch.png; docs/mms-web/design/t7d/02-after-enable.png; docs/mms-web/design/t7d/03-current-window-still-works.png; docs/mms-web/design/t7d/04-cookieless-tab-401.png; docs/mms-web/design/t7d/05-after-regenerate-current-window-works.png; docs/mms-web/design/t7d/05b-old-token-rejected.png; docs/mms-web/design/t7d/06-after-disable.png; docs/mms-web/design/t7f/01-queued-steer-card.png; docs/mms-web/design/t7f/02-delete-steer-cancelled.png; docs/mms-web/design/t7f/02b-cancelled-steer-model-replied-DONE.png; docs/mms-web/design/t7f/03-late-steer-delivered-not-cancelled.png; docs/mms-web/design/t7f/03b-late-delete-says-too-late.png; docs/mms-web/design/t7f/04-base-followup-cancelled.png; docs/mms-web/design/t7f/04-base-followup-queued-before-delete.png; docs/mms-web/design/t7f/04-head-followup-cancelled.png; docs/mms-web/design/t7f/04-head-followup-queued-before-delete.png; mms_web/config_block_reasons.py; mms_web/model_settings_worker.py; mms_web/server.py; mms_web/sessions.py; mms_web/updates.py; mms_web_static/assets/index-B0kN92WP.css; mms_web_static/assets/index-BByanLuI.css; mms_web_static/assets/index-CCnPTZHq.js; mms_web_static/assets/index-ngCDIZJF.js; mms_web_static/build.json; mms_web_static/index.html; scripts/regression_fresh_user_gate.py; tests/test_mms_4_22_no_workbench.py; tests/test_mms_channel_switch_contract.py; tests/test_mms_session_owner_forward_compat.py; tests/test_mms_web_blocked_reasons.py; tests/test_mms_web_message_control.py; tests/test_mms_web_remote_access_cookie.py; tests/test_mms_web_task_prompt.py; tests/test_mms_web_updates.py
9c3678d2a8e529bad704aff838067c7667812e68,2026-09-17T15:49:44+08:00,release: v5.0.6,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/9c3678d2a8e529bad704aff838067c7667812e68,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v5.0.6.md; mms_version.py; mms_web_static/build.json; package.json
d22e0e5f8250bef6085805c9bd39c0e8d692f2df,2026-09-17T15:30:05+08:00,"docs: #311 rework packet — the reader works, its wiring is untested",False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/d22e0e5f8250bef6085805c9bd39c0e8d692f2df,docs/mms-web/bot-work/PR311-rework-01.md
b7bf90ca91a14f63178031af50416f3fa9188513,2026-09-17T15:25:51+08:00,release: v5.0.5,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/b7bf90ca91a14f63178031af50416f3fa9188513,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v5.0.5.md; mms_version.py; mms_web_static/build.json; package.json
9110141d8ee317add104437501f03cbd3a6b8556,2026-09-17T11:53:54+08:00,"docs: changelog index, task board, two rework packets, and the missing 4.22.x notes",False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/9110141d8ee317add104437501f03cbd3a6b8556,docs/mms-web/CHANGELOG.md; docs/mms-web/RELEASE-v4.22.2.md; docs/mms-web/RELEASE-v4.22.3.md; docs/mms-web/RELEASE-v4.22.4.md; docs/mms-web/bot-work/BOARD.md; docs/mms-web/bot-work/PR303-rework-01.md; docs/mms-web/bot-work/PR304-rework-01.md
4db68f21d9a0c9425953107f7004c8cce383f301,2026-09-17T11:47:37+08:00,release: v5.0.4,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/4db68f21d9a0c9425953107f7004c8cce383f301,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v5.0.4.md; mms_version.py; mms_web_static/assets/index-BW2TztNs.js; mms_web_static/assets/index-DksgOlgE.css; mms_web_static/assets/index-DuB62w-Z.js; mms_web_static/assets/index-ONjz7pUa.css; mms_web_static/build.json; mms_web_static/index.html; package.json
759090b9e58c312d0d1b3a9716192a99cc78c6a1,2026-09-17T11:39:30+08:00,release: v5.0.3,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/759090b9e58c312d0d1b3a9716192a99cc78c6a1,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v5.0.3.md; mms_version.py; mms_web_static/assets/index-BW2TztNs.js; mms_web_static/assets/index-BdnszuiS.js; mms_web_static/assets/index-DksgOlgE.css; mms_web_static/build.json; mms_web_static/index.html; package.json
1b710ef089ca9876b8fdfbd08ad6d9f077ffebd0,2026-09-17T11:34:51+08:00,docs: T8c packet — classify the 63 tests that are red on every branch,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/1b710ef089ca9876b8fdfbd08ad6d9f077ffebd0,docs/mms-web/bot-work/T8c-clean-the-pytest-baseline.md
5895f36738e347470ae721b500ba79939b7b0a36,2026-09-17T11:22:23+08:00,docs(web): T8b packet — reopen work identities without the persona,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/5895f36738e347470ae721b500ba79939b7b0a36,docs/mms-web/bot-work/T8b-work-identities-model-channel-effort.md
0eb5ca635d6c2db75df5a4604e192f716d99497a,2026-09-17T11:14:19+08:00,docs(web): T8a packet — replace the native folder dialog with an in-app tree,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/0eb5ca635d6c2db75df5a4604e192f716d99497a,docs/mms-web/bot-work/T8a-folder-picker-without-a-system-dialog.md
4d4325539ce9d0412cc20ae22071c5363325354f,2026-09-17T08:27:46+08:00,docs(bot): T5d packet — a planned step's model never actually applies,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/4d4325539ce9d0412cc20ae22071c5363325354f,docs/mms-web/bot-work/T5d-planned-step-model-actually-applies.md
9602daa7ffb0dff3bbbcd157edcc99d70dda1cff,2026-09-17T11:11:31+08:00,fix(bots): 悬停卡片留底边距，拆开挤在一行的结论,False,P; D,C12; C19,Fleet 悬停卡片布局；可选 UI 差异，非 core fork 理由。,https://github.com/CtriXin/multi-model-switch/commit/9602daa7ffb0dff3bbbcd157edcc99d70dda1cff,apps/mms-web/src/BotFleetListen.tsx; apps/mms-web/src/bot-plan.css
0fd3c4189e40fe497865e73f3ea4ef4cab14ba6a,2026-09-17T11:04:13+08:00,fix(bots): 文案改成人口语，拿掉芯片钉住这类词,False,P; D,C19,Fleet 通俗文案与输出组织；保留用户语言，替换旧 UI 实现。,https://github.com/CtriXin/multi-model-switch/commit/0fd3c4189e40fe497865e73f3ea4ef4cab14ba6a,apps/mms-web/src/Bot.tsx; apps/mms-web/src/BotFleetBar.tsx; apps/mms-web/src/BotFleetListen.tsx; apps/mms-web/src/BotPlan.tsx; apps/mms-web/src/bot-fleet.ts; apps/mms-web/tests/bot-fleet-bar.test.mjs; docs/mms-web/BOTS.md; mms_web/bot_coordinator.py; tests/test_mms_bot_coordinator.py
bf056b5e20048712015bbf2de4c945a72a31db97,2026-09-17T10:55:31+08:00,feat(bots): 入口改成寻求场外帮助，悬停只给短摘,False,P; D,C19,寻求场外帮助入口及短摘；作为 Fleet plugin 产品交互保留。,https://github.com/CtriXin/multi-model-switch/commit/bf056b5e20048712015bbf2de4c945a72a31db97,apps/mms-web/src/Bot.tsx; apps/mms-web/src/BotFleetBar.tsx; apps/mms-web/src/BotFleetListen.tsx; apps/mms-web/src/bot-fleet.ts; apps/mms-web/src/bot-plan.css; apps/mms-web/src/bot.css; apps/mms-web/tests/bot-fleet-bar.test.mjs; docs/mms-web/BOTS.md; mms_web/bot_coordinator.py; tests/test_mms_bot_coordinator.py
5d8a5a40186d1382b0bb46616552df7821189b7a,2026-09-17T10:06:49+08:00,feat(bots): 听意见改成判断+分歧，各家做成悬停芯片,False,P; D,C19,判断/分歧与各家意见芯片；与 Fleet 功能合计一次。,https://github.com/CtriXin/multi-model-switch/commit/5d8a5a40186d1382b0bb46616552df7821189b7a,apps/mms-web/src/BotFleetListen.tsx; apps/mms-web/src/BotPlan.tsx; apps/mms-web/src/bot-plan.css; apps/mms-web/src/types.ts; mms_web/bot_coordinator.py; mms_web/bots.py; tests/test_mms_bot_coordinator.py
b8765a7bc268acf60e18f74323e4a1a73e1d9844,2026-09-17T08:03:39+08:00,feat(bots): 多方听意见默认只摊开分歧和风险,False,P; D,C19,默认强调分歧与风险；保留汇总语义，不重复搬整套计划渲染。,https://github.com/CtriXin/multi-model-switch/commit/b8765a7bc268acf60e18f74323e4a1a73e1d9844,apps/mms-web/src/Bot.tsx; apps/mms-web/src/BotPlan.tsx; apps/mms-web/src/bot-plan.css; apps/mms-web/src/types.ts; docs/mms-web/BOTS.md; mms_web/bot_coordinator.py; mms_web/bots.py; tests/test_mms_bot_coordinator.py; tests/test_mms_web_bots.py
67d3e0aed722f8e16979c3511a7d46cb3fb0e5c3,2026-09-16T17:20:44+08:00,fix(bots): 家族名单收成 mms_core，第一次扇出给可见提示,False,P; R; T,C02; C19,模型家族真值集中和首次扇出反馈；插件消费 registry，不另维护名单。,https://github.com/CtriXin/multi-model-switch/commit/67d3e0aed722f8e16979c3511a7d46cb3fb0e5c3,apps/mms-web/src/BotPlan.tsx; apps/mms-web/src/bot-fleet.ts; apps/mms-web/src/bot-plan.css; apps/mms-web/src/types.ts; apps/mms-web/tests/bot-fleet-bar.test.mjs; docs/mms-web/BOTS.md; mms_config_web.py; mms_web/bot_coordinator.py; mms_web/bots.py; mms_web/catalog.py; tests/test_mms_bot_coordinator.py
f7de6ae367527bf4af4dd1a183617a3e085acc04,2026-09-16T16:56:11+08:00,feat(bots): 同一 Bot 上多方听意见，发送即听,False,P; T,C19,同一 Bot 多模型意见初始实现；以 #295 修复后的精确模型/只读边界为准。,https://github.com/CtriXin/multi-model-switch/commit/f7de6ae367527bf4af4dd1a183617a3e085acc04,apps/mms-web/src/Bot.tsx; apps/mms-web/src/BotFleetBar.tsx; apps/mms-web/src/BotPlan.tsx; apps/mms-web/src/BotStudio.tsx; apps/mms-web/src/bot-fleet.ts; apps/mms-web/src/bot.css; apps/mms-web/src/types.ts; apps/mms-web/tests/bot-fleet-bar.test.mjs; docs/mms-web/BOT-POSITIONING.md; docs/mms-web/BOTS.md; mms_web/bot_coordinator.py; mms_web/bots.py; mms_web/catalog.py; tests/test_mms_bot_coordinator.py; tests/test_mms_web_bots.py
79667bd58cd7343f2ec6d79b36e3a06c9252b564,2026-09-17T20:29:36+08:00,release: v4.23.2,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/79667bd58cd7343f2ec6d79b36e3a06c9252b564,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v4.23.2.md; mms_version.py; mms_web_static/build.json; package.json
9607f7b511f53791fe41e904eb5d55729a8c6ce5,2026-09-17T17:40:23+08:00,test: remove hidden Rich and saved-preference ordering assumptions,False,T,C23,隔离 Rich/保存偏好排序假设；迁移测试方法，避免依赖开发机环境。,https://github.com/CtriXin/multi-model-switch/commit/9607f7b511f53791fe41e904eb5d55729a8c6ce5,tests/test_agy_launcher.py; tests/test_model_routes_export.py
4df90d69a8691f798fec40ca746314293fe4efea,2026-09-17T17:37:39+08:00,ci: provision installer dependencies for the full regression suite,False,C; T,C10; C23,CI 安装运行依赖；新发行沿用可复现依赖要求，不复制过期版本。,https://github.com/CtriXin/multi-model-switch/commit/4df90d69a8691f798fec40ca746314293fe4efea,.github/workflows/digger.yml
44b1e946982013519043bb6a11f1143dcab99d05,2026-09-17T17:29:55+08:00,fix(web): avoid reverse DNS while binding Pilot listeners,False,C; T,C07; C10,监听器禁止反向 DNS 阻塞；DSH 集成保留慢网络负向验收。,https://github.com/CtriXin/multi-model-switch/commit/44b1e946982013519043bb6a11f1143dcab99d05,.github/workflows/digger.yml; docs/mms-web/RELEASE-v4.23.0.md; mms_web/server.py; scripts/ci_pytest_regression.py; tests/test_mms_web_listener_dns.py
d46e2c9b244f69b5a18ca42f3e6f9958653b5f80,2026-09-17T17:26:45+08:00,merge(main): include current update repair specification,True,H; T,C11; C23,更新修复规格合流；文档不作为已验证产品行为。,https://github.com/CtriXin/multi-model-switch/commit/d46e2c9b244f69b5a18ca42f3e6f9958653b5f80,docs/mms-web/bot-work/T8d-in-app-update-must-record-the-version.md; docs/mms-web/bot-work/T8e-reverse-dns-blocks-the-remote-access-switch.md
69bc57ba18e4e2a023e73edefac01c33a2815ab6,2026-09-17T17:22:58+08:00,docs: T8e packet — reverse DNS freezes the whole Pilot for 30s on the LAN switch,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/69bc57ba18e4e2a023e73edefac01c33a2815ab6,docs/mms-web/bot-work/T8e-reverse-dns-blocks-the-remote-access-switch.md
e34f14d1a6e6ea9a6471dff0d9424cab4fe9db2a,2026-09-17T17:06:02+08:00,docs: T8d packet — an in-app update never records what it installed,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/e34f14d1a6e6ea9a6471dff0d9424cab4fe9db2a,docs/mms-web/bot-work/T8d-in-app-update-must-record-the-version.md
64f96e635de2565b3459d14f6f2d499394002d17,2026-09-17T17:26:35+08:00,fix(updates): record verified installs and preserve rollback and state identity,False,R; C; T,C09; C11,真实安装版本/channel、回滚和实例状态身份加固；#319 较弱候选无需重合。,https://github.com/CtriXin/multi-model-switch/commit/64f96e635de2565b3459d14f6f2d499394002d17,docs/mms-web/RELEASE-v4.23.0.md; mms_core.py; mms_web/server.py; mms_web/service.py; mms_web/update_coordinator.py; mms_web/update_install.py; mms_web/updates.py; tests/approved_bundle.py; tests/test_legacy_surface_cleanup.py; tests/test_mms_web_service.py; tests/test_mms_web_update_coordinator.py; tests/test_mms_web_updates.py; tests/test_pi_launcher.py; tests/test_update_install.py
33f3d47547e842ba675b08e610480e24e39e95f9,2026-09-17T17:12:51+08:00,release: prepare v4.23.0 stable integration milestone,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/33f3d47547e842ba675b08e610480e24e39e95f9,README.md; apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/CHANGELOG.md; docs/mms-web/RELEASE-v4.23.0.md; mms_version.py; mms_web_static/build.json; package.json
7e3d54613cbeb314db514d48b30b3dcdda8858f2,2026-09-17T17:03:05+08:00,fix(registry): restore catalog drift and preserve committee protocols,False,P; R; T,C01; C02; C23,多模型 reference provenance 与 committee protocol 保留；#312 已被更完整实现取代。,https://github.com/CtriXin/multi-model-switch/commit/7e3d54613cbeb314db514d48b30b3dcdda8858f2,mms_pi_committee.py; mms_registry_cli.py; mms_web/updates.py; scripts/ci_pytest_regression.py; scripts/regression_fresh_user_gate.py; tests/approved_bundle.py; tests/conftest.py; tests/fixtures/opencode_first_run.py; tests/test_agy_launcher.py; tests/test_capability_request_shaping.py; tests/test_committee_timing.py; tests/test_config_web.py; tests/test_legacy_surface_cleanup.py; tests/test_mimo_1m_context.py; tests/test_mmc_isolation.py; tests/test_mms_state_io.py; tests/test_mms_web_updates.py; tests/test_model_name_exports.py; tests/test_model_routes_export.py; tests/test_opencode_first_run.py; tests/test_opencode_launcher.py; tests/test_pi_committee.py; tests/test_registry_cli.py; tests/test_registry_runtime_resolver.py
13d05ab815003905d0a7f2c675adc6ef81408b4a,2026-09-17T16:34:38+08:00,test(web): verify schedule entities across release channel switches,False,C; T,C18; C21,跨线 gate 适配独立 schedule 实体；保留兼容案例，不把执行失败当无关。,https://github.com/CtriXin/multi-model-switch/commit/13d05ab815003905d0a7f2c675adc6ef81408b4a,scripts/regression_fresh_user_gate.py
9634910007f1ffa25618d2babc465ec72dfe99a7,2026-09-17T15:56:13+08:00,docs: mark #307 rework items 7 and 8 as already done,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/9634910007f1ffa25618d2babc465ec72dfe99a7,docs/mms-web/bot-work/PR307-rework-01.md
d72bfa6cf9821c3272240cee838a05a92e716b32,2026-09-17T15:22:24+08:00,docs: #307 rework packet — and two corrections to the packet it answers,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/d72bfa6cf9821c3272240cee838a05a92e716b32,docs/mms-web/bot-work/PR307-rework-01.md
933b6ade1101b884fc8ee345ec64081a1060fd53,2026-09-17T15:06:53+08:00,docs: T8c phase 2 — three rulings and a rule against lazy fixes,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/933b6ade1101b884fc8ee345ec64081a1060fd53,docs/mms-web/bot-work/T8c-phase2-fix-the-baseline.md
a0f773981e711b149c9a0db25cc6e5d4b8c9ae55,2026-09-17T11:54:20+08:00,docs: add the changelog index to the stable line,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/a0f773981e711b149c9a0db25cc6e5d4b8c9ae55,docs/mms-web/CHANGELOG.md
e6f3a575857acdef1295945d9f659d62a604a117,2026-09-17T11:41:14+08:00,release: v4.22.4,False,H,C24,历史发布/工作包记录；不作为独立运行能力迁移，保留与后续实现的追溯。,https://github.com/CtriXin/multi-model-switch/commit/e6f3a575857acdef1295945d9f659d62a604a117,apps/mms-web/package-lock.json; apps/mms-web/package.json; docs/mms-web/RELEASE-v4.22.4.md; mms_version.py; mms_web_static/assets/index-fUT1wMcw.js; mms_web_static/build.json; mms_web_static/index.html; package.json
